Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Agriculture_Sector_GDP_USD_M,Agriculture_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency
LLD,5801,5801,0,0%,6,6,6,0,0,1,2,0,3,3,3,0,0,0,14,7,0,0,0,0,12,840,0,0,0,0,50%,618,0,0%,396,64%,106,0%,0%
MLB,67,67,0,0%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,670,50%,2,0,8%,2,92%,37,0%,0%
MTR,1567,1567,0,0%,5,8,5,0,0,1,3,1,5,5,5,0,0,0,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,262,-0,-0%,116,44%,167,0%,0%
NLL,227,227,0,0%,2,16,2,0,0,1,0,0,1,1,1,0,0,0,3,1,0,0,0,0,1,70,0,0,6,4020,50%,14,1,9%,12,84%,63,0%,0%
OAK,57847,55724,2122,2%,39,39,39,0,0,27,157,26,210,165,165,0,118,47200,153,76,0,0,189,28,1075,75250,344,860,274,183580,75%,35630,10266,28%,1900,5%,631,0%,0%
PLK,324,324,0,1%,2,4,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,4,0,0,0,5,12,0,0,50%,23,0,2%,21,88%,72,0%,0%
SHT,595,595,0,0%,4,7,4,0,0,2,3,0,5,5,5,0,6,3300,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,35,1,4%,29,84%,58,0%,0%
TAM,12994,12994,0,3%,24,24,24,0,0,3,19,0,22,22,22,0,0,0,0,0,0,0,74,11,-19,-1330,0,0,0,0,50%,1592,22,1%,275,17%,122,0%,0%
TPD,510,510,0,0%,3,3,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,9,1,0,0,16,40,4,2680,50%,48,2,5%,37,76%,95,0%,0%
TPP,12955,12955,0,3%,28,28,28,0,0,4,3,0,7,7,7,0,0,0,42,21,0,0,0,0,15,1050,-4,-10,0,0,50%,1409,1,0%,850,60%,108,0%,0%
TRH,6319,6319,0,2%,4,11,4,0,0,3,8,0,11,11,11,0,6,3300,0,0,0,0,16,2,18,1260,24,60,0,0,0%,1187,14,1%,359,30%,187,0%,0%
TRI,2564,2564,0,0%,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,42,105,0,0,50%,219,4,2%,215,98%,85,0%,0%
UEK,12554,12554,0,2%,19,21,19,0,0,4,6,3,13,13,13,0,0,0,0,0,0,0,14,2,-4,-280,34,85,20,13400,25%,2023,23,1%,773,38%,161,0%,0%
WGK,413,413,0,0%,4,4,4,0,0,1,2,0,3,3,3,0,0,0,0,0,0,0,0,0,-4,-280,47,117,0,0,50%,36,5,14%,28,77%,88,0%,0%
AAV,100,100,0,0%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,8,0,0%,8,100%,86,0%,0%
AGC,5252,5252,0,0%,6,6,6,0,0,4,4,5,13,13,13,0,0,0,38,19,0,0,0,0,53,3710,0,0,0,0,50%,1947,4,0%,229,11%,370,0%,0%
AHM,1146,1146,0,2%,7,7,7,0,0,5,7,0,12,12,12,0,0,0,0,0,0,0,0,0,-14,-980,0,0,0,0,25%,122,-0,-0%,80,66%,106,0%,0%
ARN,3734,3734,0,0%,8,14,8,0,0,4,4,1,9,9,9,0,0,0,0,0,0,0,42,6,5,350,0,0,12,8040,50%,957,11,1%,200,20%,256,0%,0%
ATL,6150,6150,0,1%,4,4,4,0,0,2,5,3,10,10,10,0,71,39050,0,0,96,960,0,0,-10,-700,0,0,0,0,50%,1974,69,3%,155,7%,321,0%,0%
AUC,4530,4530,0,0%,15,15,15,0,0,3,11,5,19,16,16,0,13,7150,13,6,0,0,0,0,53,3710,0,0,0,0,50%,1462,13,0%,294,20%,322,0%,0%
AUF,1284,1284,0,0%,5,5,5,0,0,0,2,1,3,6,6,0,0,0,23,11,0,0,0,0,-6,-420,0,0,47,31490,50%,238,16,7%,96,40%,185,0%,0%
BTR,16977,16977,0,3%,25,25,25,0,0,4,9,3,16,16,16,0,21,11550,0,0,0,0,32,4,21,1470,0,0,47,31490,50%,2283,58,2%,1102,48%,134,0%,0%
CPF,325,325,0,3%,1,4,1,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,7,490,0,0,0,0,0%,29,0,0%,26,89%,91,0%,0%
CUL,100,100,0,2%,1,3,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,0,0,0%,0,91%,4,0%,0%
ETV,334,334,0,0%,1,1,1,0,0,0,0,0,0,0,0,0,26,14300,0,0,0,0,0,0,0,0,0,0,0,0,50%,33,4,13%,29,87%,98,0%,0%
FLU,281,281,0,3%,2,2,2,0,0,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,50%,15,-0,-0%,14,93%,53,0%,0%
FRO,480,480,0,3%,3,3,3,0,0,1,2,0,3,3,3,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,37,-0,-0%,33,89%,77,0%,0%
JIN,568,568,0,2%,1,1,1,0,0,1,2,0,3,3,3,0,0,0,0,0,0,0,4,0,3,210,0,0,0,0,25%,62,0,0%,51,82%,110,0%,0%
KHM,6380,6380,0,3%,13,13,13,0,0,5,10,0,15,15,15,0,0,0,0,0,0,0,0,0,15,1050,0,0,82,54940,50%,1340,74,5%,424,31%,210,0%,0%
KKV,500,500,0,0%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,43,0,0%,43,100%,86,0%,0%
KSA,4103,4103,0,3%,8,10,8,0,0,3,4,4,11,11,11,0,4,2200,8,4,27,270,0,0,17,1190,0,0,0,0,50%,1247,2,0%,319,25%,304,0%,0%
LNV,334,334,0,0%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,29,0,0%,29,100%,86,0%,0%
LOC,100,100,0,2%,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,8,0,0%,7,96%,80,0%,0%
MES,806,806,0,3%,1,1,1,0,0,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,-2,-140,0,0,30,20100,50%,101,8,8%,69,68%,126,0%,0%
MJU,32649,32649,0,2%,21,22,21,0,0,12,22,7,41,41,41,0,9,6300,41,20,20,200,43,6,59,4130,0,0,68,45560,10%,5763,178,3%,1483,25%,176,0%,0%
MNG,2816,2816,0,3%,7,7,7,0,0,2,2,1,5,5,5,0,6,3300,0,0,0,0,0,0,20,1400,0,0,0,0,50%,306,2,0%,121,39%,108,0%,0%
MRV,150,150,0,0%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,13,0,0%,13,100%,86,0%,0%
OOD,7110,7110,0,3%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,462,0,0%,462,100%,65,0%,0%
PER,241,241,0,2%,1,1,1,0,0,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,3,210,0,0,0,0,25%,21,0,0%,19,93%,87,0%,0%
QDT,2306,2306,0,3%,15,16,15,0,0,3,6,4,13,13,13,0,38,20900,6,3,0,0,0,0,56,3920,0,0,0,0,25%,669,18,2%,121,18%,290,0%,0%
QUE,3070,3070,0,2%,12,12,12,0,0,3,9,4,16,16,16,0,0,0,0,0,0,0,0,0,-18,-1260,0,0,0,0,25%,897,-0,-0%,217,24%,292,0%,0%
RIV,669,669,0,0%,2,2,2,0,0,0,0,0,0,0,0,0,37,20350,0,0,53,530,0,0,0,0,0,0,0,0,50%,63,6,10%,58,90%,95,0%,0%
RJV,197,197,0,1%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,17,0,0%,17,100%,86,0%,0%
RNV,334,334,0,0%,1,1,1,0,0,0,0,0,0,0,0,0,18,9900,0,0,0,0,0,0,0,0,0,0,0,0,50%,31,3,10%,29,91%,94,0%,0%
SDP,26200,26200,0,4%,7,28,7,0,0,9,11,6,26,16,16,0,37,18500,30,15,0,0,0,0,54,3780,0,0,35,23450,75%,3708,94,2%,1061,28%,141,0%,0%
SKE,701,701,0,2%,2,2,2,0,0,2,2,0,4,4,4,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,50%,80,-0,-0%,61,77%,114,0%,0%
SMP,18886,18886,0,4%,5,5,5,0,0,1,5,0,6,10,10,0,0,0,0,0,0,0,83,12,7,490,0,0,31,20770,75%,1947,42,2%,1066,54%,103,0%,0%
SPC,6365,6365,0,2%,7,11,7,0,0,3,6,4,13,13,13,0,18,15300,10,5,0,0,0,0,29,2030,11,27,0,0,50%,1741,21,1%,354,20%,273,0%,0%
SPP,26891,26891,0,4%,7,17,7,0,0,1,7,4,12,18,18,0,34,17000,0,0,0,0,0,0,40,2800,0,0,0,0,75%,3670,48,1%,703,19%,136,0%,0%
SRV,334,334,0,0%,1,1,1,0,0,1,3,2,6,6,6,0,22,12100,0,0,0,0,0,0,-6,-420,0,0,0,0,50%,59,6,10%,15,26%,178,0%,0%
TNV,250,250,0,0%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,21,0,0%,21,100%,86,0%,0%
UMB,1809,1809,0,3%,4,4,4,0,0,1,3,1,5,5,5,0,0,0,0,0,0,0,0,0,9,630,0,0,0,0,50%,294,0,0%,138,47%,162,0%,0%
USV,100,100,0,0%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,5,0,0%,5,100%,56,0%,0%
WEA,201,201,0,3%,1,1,1,0,0,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,50%,18,-0,-0%,17,92%,94,0%,0%
HHE,73899,73899,0,2%,20,20,20,0,0,13,21,5,39,45,45,0,7,3850,24,12,0,0,52,7,109,7630,74,185,16,10720,50%,10106,266,2%,2812,27%,136,0%,0%
HBB,8033,8033,0,-1%,7,7,7,0,0,3,3,1,7,8,8,0,2,1100,0,0,0,0,0,0,8,560,0,0,5,3350,75%,1163,3,0%,646,55%,144,0%,0%
HCR,3153,3153,0,2%,12,12,12,0,0,2,3,1,6,7,7,0,1,550,0,0,0,0,0,0,34,2380,-2,-5,0,0,50%,570,1,0%,180,31%,181,0%,0%
HER,4359,4359,0,2%,14,14,14,0,0,3,2,0,5,6,6,0,0,0,9,4,0,0,11,1,15,1050,5,12,0,0,50%,514,1,0%,323,62%,117,0%,0%
HET,2231,1275,956,2%,4,1,4,0,0,4,1,0,5,8,8,0,0,0,0,0,0,0,0,0,22,1540,0,0,4,2680,50%,404,1,0%,181,44%,253,0%,0%
HLF,18562,18562,0,2%,11,11,11,0,0,8,9,2,19,22,22,0,27,14850,29,14,0,0,0,0,62,4340,0,0,16,10720,50%,4009,54,1%,958,23%,216,0%,0%
HNO,5868,5868,0,2%,4,4,4,0,0,11,22,0,33,8,8,0,3,1650,0,0,0,0,0,0,27,1890,0,0,9,6030,50%,1151,16,1%,462,40%,196,0%,0%
HPP,12222,11935,286,2%,17,17,17,0,0,4,5,6,15,20,20,0,40,22000,0,0,29,290,0,0,17,1190,0,0,0,0,50%,2422,20,0%,800,33%,201,0%,0%
HRF,4424,4424,0,2%,8,8,8,0,0,2,4,1,7,8,8,0,0,0,0,0,0,0,24,3,6,420,19,47,40,26800,50%,696,24,3%,316,45%,157,0%,0%
HSP,15225,15205,20,2%,16,19,16,0,0,5,6,6,17,20,20,0,7,3850,0,0,0,0,16,2,23,1610,11,27,0,0,50%,2841,9,0%,1049,36%,186,0%,0%
HST,47268,42311,4957,2%,21,26,21,0,0,7,12,4,23,29,29,0,6,3300,0,0,0,0,40,6,52,3640,34,85,24,16080,50%,5472,91,1%,2713,49%,124,0%,0%
HTP,22262,22262,0,4%,12,12,12,0,0,5,8,7,20,23,23,0,29,15950,9,4,17,170,0,0,45,3150,0,0,14,9380,50%,4038,43,1%,1046,25%,181,0%,0%
HUM,4690,4306,384,2%,11,7,11,0,0,3,3,0,6,7,7,0,4,2200,0,0,0,0,0,0,-8,-560,32,80,26,17420,50%,706,17,2%,349,49%,159,0%,0%
HUP,4719,4399,320,3%,6,19,6,0,0,1,1,2,4,4,4,0,0,0,0,0,0,0,0,0,16,1120,0,0,0,0,50%,801,0,0%,350,43%,177,0%,0%
HWA,2826,2826,0,2%,7,15,7,0,0,2,3,0,5,6,6,0,1,550,0,0,0,0,0,0,8,560,0,0,0,0,50%,388,0,0%,213,54%,137,0%,0%
AVE,124,124,0,0%,2,7,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,17,1190,0,0,10,6700,50%,6,2,36%,4,66%,52,0%,0%
ANA,562,562,0,0%,2,2,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,39,0,0%,36,91%,70,0%,0%
BIU,169,169,0,0%,2,7,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,25,1750,0,0,15,10050,50%,16,3,21%,12,76%,98,0%,0%
CPV,7889,7889,0,3%,6,6,6,0,0,3,4,0,7,7,7,0,0,0,0,0,0,0,10,1,17,1190,30,75,12,8040,0%,1098,12,1%,604,55%,139,0%,0%
DOC,2608,2608,0,2%,4,9,4,0,0,1,2,0,3,3,3,0,0,0,0,0,0,0,16,2,17,1190,27,67,0,0,0%,341,5,1%,231,67%,130,0%,0%
DMP,1702,1702,0,3%,7,9,7,0,0,2,1,0,3,3,3,0,0,0,0,0,0,0,0,0,11,770,0,0,0,0,50%,153,0,0%,133,86%,90,0%,0%
ERP,642,642,0,2%,2,2,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,50%,48,-0,-0%,45,93%,76,0%,0%
FIK,1571,1571,0,1%,3,3,3,0,0,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,5,350,0,0,0,0,50%,179,0,0%,130,72%,114,0%,0%
GSD,5043,5043,0,2%,4,4,4,0,0,3,3,0,6,6,6,0,0,0,0,0,0,0,12,1,29,2030,23,57,0,0,25%,1273,8,0%,115,9%,252,0%,0%
HPV,275,275,0,4%,1,5,1,-0,0,1,0,0,1,1,1,0,16,8800,0,0,0,0,0,0,0,0,0,0,0,0,0%,12,2,22%,9,76%,45,0%,0%
IHS,2026,2026,0,4%,3,3,3,0,0,2,0,0,2,2,2,0,8,4400,0,0,0,0,0,0,7,490,0,0,0,0,50%,194,1,0%,138,70%,96,0%,0%
KGK,4837,4837,0,0%,7,13,7,0,0,2,4,0,6,6,6,0,0,0,0,0,0,0,0,0,2,140,0,0,0,0,50%,670,0,0%,374,55%,138,0%,0%
LEE,2071,2071,0,0%,6,8,6,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,50%,130,-0,-0%,127,98%,62,0%,0%
LRO,371,371,0,0%,4,5,4,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,50%,25,-0,-0%,23,94%,67,0%,0%
MRC,33391,32552,839,2%,24,21,24,0,0,12,41,15,68,69,69,0,81,68850,99,49,9,90,62,9,137,9590,52,130,103,69010,75%,10628,1218,11%,1849,17%,323,0%,0%
NMR,1101,1101,0,0%,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,50%,79,0,1%,78,99%,72,0%,0%
NRP,4051,4051,0,1%,9,9,9,0,0,1,3,0,4,4,4,0,3,1650,0,0,0,0,0,0,7,490,0,0,0,0,50%,552,1,0%,280,50%,136,0%,0%
PCS,1602,1602,0,0%,3,4,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,27,4,-2,-140,0,0,0,0,50%,145,1,1%,130,89%,90,0%,0%
REP,2071,2071,0,1%,6,19,6,0,0,2,2,0,4,4,4,0,0,0,0,0,0,0,10,1,7,490,14,35,0,0,50%,312,2,0%,152,48%,151,0%,0%
RVV,10067,10067,0,2%,10,10,10,0,0,4,4,2,10,10,10,0,11,6050,9,4,0,0,5,0,22,1540,12,30,22,14740,50%,1627,20,1%,762,46%,161,0%,0%
SEK,5231,5231,0,2%,11,11,11,0,0,2,3,2,7,7,7,0,0,0,0,0,0,0,0,0,7,490,0,0,7,4690,50%,1005,3,0%,330,32%,192,0%,0%
SFG,6862,6862,0,6%,12,19,12,0,0,3,11,1,15,15,15,0,5,2750,0,0,0,0,0,0,-1,-70,-4,-10,0,0,50%,1377,2,0%,429,31%,200,0%,0%
SLA,52,52,0,4%,1,5,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,1,0,0%,1,98%,35,0%,0%
SMK,2087,2087,0,0%,3,4,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,18,45,0,0,50%,194,1,0%,167,86%,93,0%,0%
SRA,2688,2688,0,5%,3,19,3,0,0,5,2,0,7,7,7,0,0,0,0,0,0,0,0,0,7,490,-2,-5,0,0,50%,495,-0,-0%,195,39%,184,0%,0%
SSD,5112,5112,0,2%,6,6,6,0,0,3,3,0,6,6,6,0,0,0,0,0,0,0,26,3,58,4060,42,105,12,8040,25%,945,16,1%,288,30%,184,0%,0%
UFS,12323,12323,0,1%,19,27,19,0,0,5,15,3,23,23,23,0,0,0,0,0,0,0,0,0,17,1190,-2,-5,0,0,50%,2569,0,0%,505,19%,208,0%,0%
WIE,441,441,0,0%,3,4,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,50%,34,-0,-0%,32,94%,78,0%,0%
BAR,68853,68853,0,1%,22,22,22,0,0,5,44,5,54,54,54,0,89,35600,0,0,21,210,21,3,-3,-210,234,585,393,263310,50%,10595,2162,20%,4772,45%,153,0%,0%
FFN,20482,20482,0,1%,14,14,14,0,0,5,9,0,14,14,14,0,105,42000,0,0,32,320,0,0,76,5320,0,0,0,0,50%,2759,72,2%,1306,47%,134,0%,0%
LLA,10071,10071,0,2%,7,7,7,1,0,4,6,5,15,15,15,0,79,43450,10,5,0,0,0,0,14,980,-2,-5,0,0,50%,2856,66,2%,331,11%,283,0%,0%
DRC,30333,30333,0,3%,6,6,6,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,115,17,13,910,0,0,0,0,25%,1760,5,0%,1178,66%,58,0%,0%
DVE,5658,5658,0,2%,9,15,9,0,0,4,2,0,6,6,6,0,0,0,0,0,0,0,0,0,9,630,0,0,0,0,25%,992,0,0%,270,27%,175,0%,0%
DVC,10941,10941,0,2%,2,5,2,0,0,2,3,0,5,5,5,0,0,0,0,0,0,0,0,0,29,2030,65,162,0,0,25%,1237,14,1%,611,49%,113,0%,0%
EPC,17646,17346,300,3%,18,15,18,0,0,-1,1,2,2,7,7,0,0,0,11,5,8,80,0,0,18,1260,-4,-10,0,0,0%,1143,0,0%,828,72%,65,0%,0%
EPY,51941,51941,0,3%,39,39,39,1,0,14,24,15,53,52,52,0,16,8800,56,28,286,2860,0,0,20,1400,125,312,210,140700,50%,10863,728,6%,3052,28%,209,0%,0%
FDL,4106,4106,0,3%,3,3,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,20,3,6,420,0,0,0,0,25%,345,1,0%,196,56%,84,0%,0%
FGJ,5241,5241,0,3%,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,110,0,0,0,0,0,0,0,0,25%,227,0,0%,227,99%,43,0%,0%
FUL,1001,1001,0,3%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,65,0,0%,65,100%,65,0%,0%
GHN,4016,4016,0,3%,3,3,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,416,0,0%,304,72%,103,0%,0%
GNG,4006,4006,0,3%,2,2,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13400,25%,424,4,1%,304,71%,105,0%,0%
IWE,1001,1001,0,3%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,65,0,0%,65,100%,65,0%,0%
JJY,3004,3004,0,3%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10050,25%,198,3,1%,195,98%,66,0%,0%
LCF,7010,7010,0,3%,3,3,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,9,630,0,0,0,0,25%,554,0,0%,404,72%,79,0%,0%
LCS,2013,2013,0,3%,3,3,3,0,0,1,0,0,1,1,1,0,0,0,0,0,26,260,0,0,0,0,0,0,0,0,25%,173,0,0%,86,50%,86,0%,0%
LMC,6009,6009,0,3%,2,2,2,0,0,3,1,0,4,4,4,0,0,0,0,0,5,50,0,0,-2,-140,0,0,0,0,25%,801,-0,-0%,251,31%,133,0%,0%
LMN,90976,90976,0,3%,10,34,10,0,0,4,7,4,15,15,15,0,0,0,5,2,0,0,0,0,36,2520,-6,-15,0,0,25%,5389,0,0%,3389,62%,59,0%,0%
LPR,5007,5007,0,3%,2,2,2,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,0,0,10,700,-2,-5,0,0,25%,796,0,0%,326,40%,159,0%,0%
MYU,1011,1011,0,3%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,65,0,0%,65,100%,64,0%,0%
NRS,5107,5107,0,3%,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,0,0,25%,455,1,0%,454,99%,89,0%,0%
NWE,6009,6009,0,3%,6,6,6,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,-4,-280,0,0,0,0,25%,586,-0,-0%,533,90%,97,0%,0%
QGW,24681,24681,0,3%,3,3,3,0,0,3,1,0,4,4,4,0,0,0,0,0,0,0,33,4,8,560,15,37,0,0,25%,1641,3,0%,1303,79%,66,0%,0%
RDN,3755,3755,0,2%,7,7,7,0,0,2,6,0,8,8,8,0,0,0,0,0,0,0,0,0,4,280,108,270,0,0,0%,627,23,3%,226,36%,167,0%,0%
ROM,8823,8823,0,3%,7,10,7,0,0,4,11,2,17,17,17,0,0,0,0,0,0,0,0,0,11,770,52,130,8,5360,25%,1583,25,1%,621,39%,179,0%,0%
RPG,10515,10515,0,3%,2,2,2,0,0,2,1,1,4,4,4,0,0,0,0,0,10,100,0,0,5,350,0,0,13,8710,25%,1139,3,0%,760,66%,108,0%,0%
RPT,2003,2003,0,3%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,130,0,0%,130,100%,65,0%,0%
SEC,5007,5007,0,2%,5,5,5,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,0,0,11,770,-2,-5,0,0,25%,229,0,0%,175,76%,45,0%,0%
SHE,1001,1001,0,3%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,65,0,0%,65,100%,65,0%,0%
SSJ,1001,1001,0,3%,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,15,150,0,0,-2,-140,0,0,0,0,25%,60,0,0%,43,72%,59,0%,0%
WYK,5007,5007,0,3%,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,438,0,0%,438,100%,87,0%,0%
XIF,3505,3505,0,3%,2,2,2,0,0,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,-2,-140,0,0,0,0,25%,371,-0,-0%,241,64%,105,0%,0%
